"","Reporter.Countries","Partner.Countries"
"4017","Norway","Bolivia (Plurinational State of)"
"4018","Norway","Brazil"
"4019","Norway","Brunei Darussalam"
"4020","Norway","Bulgaria"
"4021","Norway","Canada"
"4022","Norway","Chile"
"4023","Norway","China, Hong Kong SAR"
"4024","Norway","China, mainland"
"4025","Norway","China, Taiwan Province of"
"4026","Norway","Colombia"
"4027","Norway","Costa Rica"
"4028","Norway","Cuba"
"4029","Norway","Cyprus"
"4030","Norway","Czechoslovakia"
"4031","Norway","Denmark"
"4032","Norway","Egypt"
"4033","Norway","El Salvador"
"4034","Norway","Ethiopia PDR"
"4035","Norway","Faroe Islands"
"4036","Norway","Fiji"
"4037","Norway","Finland"
"4038","Norway","France"
"4039","Norway","Gambia"
"4040","Norway","Gibraltar"
"4041","Norway","Greece"
"4042","Norway","Greenland"
"4043","Norway","Guatemala"
"4044","Norway","Haiti"
"4045","Norway","Honduras"
"4046","Norway","Hungary"
"4047","Norway","Iceland"
"4048","Norway","India"
"4049","Norway","Indonesia"
"4050","Norway","Ireland"
"4051","Norway","Israel"
"4052","Norway","Italy"
"4053","Norway","Jamaica"
"4054","Norway","Japan"
"4055","Norway","Kenya"
"4056","Norway","Kuwait"
"4057","Norway","Lebanon"
"4058","Norway","Liberia"
"4059","Norway","Madagascar"
"4060","Norway","Malaysia"
"4061","Norway","Mali"
"4062","Norway","Malta"
"4063","Norway","Mexico"
"4064","Norway","Morocco"
"4065","Norway","Mozambique"
"4066","Norway","Netherlands"
"4067","Norway","Netherlands Antilles (former)"
"4068","Norway","New Zealand"
"4069","Norway","Nigeria"
"4070","Norway","Pakistan"
"4071","Norway","Panama"
"4072","Norway","Peru"
"4073","Norway","Philippines"
"4074","Norway","Pitcairn Islands"
"4075","Norway","Poland"
"4076","Norway","Portugal"
"4077","Norway","Qatar"
"4078","Norway","Republic of Korea"
"4079","Norway","Sao Tome and Principe"
"4080","Norway","Saudi Arabia"
"4081","Norway","Sierra Leone"
"4082","Norway","Singapore"
"4083","Norway","Solomon Islands"
"4084","Norway","South Africa"
"4085","Norway","Spain"
"4086","Norway","Sri Lanka"
"4087","Norway","Sudan (former)"
"4088","Norway","Sweden"
"4089","Norway","Switzerland"
"4090","Norway","Syrian Arab Republic"
"4091","Norway","Thailand"
"4092","Norway","Trinidad and Tobago"
"4093","Norway","Turkey"
"4094","Norway","Uganda"
"4095","Norway","United Arab Emirates"
"4096","Norway","United Kingdom"
"4097","Norway","United Republic of Tanzania"
"4098","Norway","United States of America"
"4099","Norway","Unspecified Area"
"4100","Norway","Uruguay"
"4101","Norway","Venezuela (Bolivarian Republic of)"
"4102","Norway","Yugoslav SFR"
"4103","Norway","Zambia"
"4104","Norway","Zimbabwe"
"4105","Oman","Bahrain"
"4106","Oman","India"
"4107","Oman","Iraq"
"4108","Oman","Italy"
"4109","Oman","Kenya"
"4110","Oman","Kuwait"
"4111","Oman","Norway"
"4112","Oman","Qatar"
"4113","Oman","Saudi Arabia"
"4114","Oman","Singapore"
"4115","Oman","United Arab Emirates"
"4116","Oman","United Kingdom"
"4117","Oman","United Republic of Tanzania"
"4118","Oman","United States of America"
"4119","Panama","Aruba"
"4120","Panama","Austria"
"4121","Panama","Belgium-Luxembourg"
"4122","Panama","Belize"
"4123","Panama","Bolivia (Plurinational State of)"
"4124","Panama","Canada"
"4125","Panama","Chile"
"4126","Panama","Colombia"
"4127","Panama","Costa Rica"
"4128","Panama","Cuba"
"4129","Panama","Czechoslovakia"
"4130","Panama","Ecuador"
"4131","Panama","El Salvador"
"4132","Panama","France"
"4133","Panama","French Guiana"
"4134","Panama","Guatemala"
"4135","Panama","Honduras"
"4136","Panama","Israel"
"4137","Panama","Italy"
"4138","Panama","Jamaica"
"4139","Panama","Japan"
"4140","Panama","Netherlands"
"4141","Panama","Netherlands Antilles (former)"
"4142","Panama","Nicaragua"
"4143","Panama","Norway"
"4144","Panama","Paraguay"
"4145","Panama","Peru"
"4146","Panama","Poland"
"4147","Panama","Portugal"
"4148","Panama","Saudi Arabia"
"4149","Panama","Sweden"
"4150","Panama","Switzerland"
"4151","Panama","United Kingdom"
"4152","Panama","United States of America"
"4153","Panama","Unspecified Area"
"4154","Panama","Uruguay"
"4155","Papua New Guinea","American Samoa"
"4156","Papua New Guinea","Australia"
"4157","Papua New Guinea","Belgium-Luxembourg"
"4158","Papua New Guinea","China, Hong Kong SAR"
"4159","Papua New Guinea","China, mainland"
"4160","Papua New Guinea","China, Taiwan Province of"
"4161","Papua New Guinea","Colombia"
"4162","Papua New Guinea","Cyprus"
"4163","Papua New Guinea","Denmark"
"4164","Papua New Guinea","Dominican Republic"
"4165","Papua New Guinea","Fiji"
"4166","Papua New Guinea","Finland"
"4167","Papua New Guinea","France"
"4168","Papua New Guinea","French Polynesia"
"4169","Papua New Guinea","Ireland"
"4170","Papua New Guinea","Israel"
"4171","Papua New Guinea","Italy"
"4172","Papua New Guinea","Japan"
"4173","Papua New Guinea","Jordan"
"4174","Papua New Guinea","Kuwait"
"4175","Papua New Guinea","Malaysia"
"4176","Papua New Guinea","Netherlands"
"4177","Papua New Guinea","New Zealand"
"4178","Papua New Guinea","Oman"
"4179","Papua New Guinea","Pakistan"
"4180","Papua New Guinea","Papua New Guinea"
"4181","Papua New Guinea","Philippines"
"4182","Papua New Guinea","Republic of Korea"
"4183","Papua New Guinea","Singapore"
"4184","Papua New Guinea","Solomon Islands"
"4185","Papua New Guinea","Spain"
"4186","Papua New Guinea","Sweden"
"4187","Papua New Guinea","United Arab Emirates"
"4188","Papua New Guinea","United Kingdom"
"4189","Papua New Guinea","United States of America"
"4190","Papua New Guinea","Unspecified Area"
"4191","Papua New Guinea","USSR"
"4192","Papua New Guinea","Vanuatu"
"4193","Papua New Guinea","Zimbabwe"
"4194","Paraguay","Algeria"
"4195","Paraguay","Argentina"
"4196","Paraguay","Austria"
"4197","Paraguay","Bahamas"
"4198","Paraguay","Belgium-Luxembourg"
"4199","Paraguay","Bermuda"
"4200","Paraguay","Bolivia (Plurinational State of)"
"4201","Paraguay","Brazil"
"4202","Paraguay","Burkina Faso"
"4203","Paraguay","Cameroon"
"4204","Paraguay","Canada"
"4205","Paraguay","Chile"
"4206","Paraguay","China, Taiwan Province of"
"4207","Paraguay","Congo"
"4208","Paraguay","Côte d'Ivoire"
"4209","Paraguay","Denmark"
"4210","Paraguay","Finland"
"4211","Paraguay","France"
"4212","Paraguay","Israel"
"4213","Paraguay","Italy"
"4214","Paraguay","Japan"
"4215","Paraguay","Malta"
"4216","Paraguay","Mexico"
"4217","Paraguay","Netherlands"
"4218","Paraguay","Netherlands Antilles (former)"
"4219","Paraguay","Panama"
"4220","Paraguay","Peru"
"4221","Paraguay","Portugal"
"4222","Paraguay","Republic of Korea"
"4223","Paraguay","Saudi Arabia"
"4224","Paraguay","Senegal"
"4225","Paraguay","Singapore"
"4226","Paraguay","South Africa"
"4227","Paraguay","Spain"
"4228","Paraguay","Switzerland"
"4229","Paraguay","United Kingdom"
"4230","Paraguay","United States of America"
"4231","Paraguay","Uruguay"
"4232","Peru","Albania"
"4233","Peru","Argentina"
"4234","Peru","Australia"
"4235","Peru","Austria"
"4236","Peru","Bahamas"
"4237","Peru","Bahrain"
"4238","Peru","Belgium-Luxembourg"
"4239","Peru","Bolivia (Plurinational State of)"
"4240","Peru","Brazil"
"4241","Peru","Canada"
"4242","Peru","Chile"
"4243","Peru","China, mainland"
"4244","Peru","China, Taiwan Province of"
"4245","Peru","Colombia"
"4246","Peru","Costa Rica"
"4247","Peru","Czechoslovakia"
"4248","Peru","Denmark"
"4249","Peru","Ecuador"
"4250","Peru","Finland"
"4251","Peru","France"
"4252","Peru","French Guiana"
"4253","Peru","Greece"
"4254","Peru","Hungary"
"4255","Peru","Iceland"
"4256","Peru","Ireland"
"4257","Peru","Israel"
"4258","Peru","Italy"
"4259","Peru","Japan"
"4260","Peru","Kuwait"
"4261","Peru","Liechtenstein"
"4262","Peru","Mexico"
"4263","Peru","Morocco"
"4264","Peru","Netherlands"
"4265","Peru","New Zealand"
"4266","Peru","Norway"
"4267","Peru","Pakistan"
"4268","Peru","Panama"
"4269","Peru","Paraguay"
"4270","Peru","Poland"
"4271","Peru","Portugal"
"4272","Peru","Republic of Korea"
"4273","Peru","Romania"
"4274","Peru","Saudi Arabia"
"4275","Peru","South Africa"
"4276","Peru","Spain"
"4277","Peru","Sweden"
"4278","Peru","Switzerland"
"4279","Peru","Tunisia"
"4280","Peru","Turkey"
"4281","Peru","United Arab Emirates"
"4282","Peru","United Kingdom"
"4283","Peru","United States of America"
"4284","Peru","Unspecified Area"
"4285","Peru","Uruguay"
"4286","Peru","USSR"
"4287","Peru","Venezuela (Bolivarian Republic of)"
"4288","Peru","Yugoslav SFR"
"4289","Philippines","American Samoa"
"4290","Philippines","Argentina"
"4291","Philippines","Australia"
"4292","Philippines","Austria"
"4293","Philippines","Bahamas"
"4294","Philippines","Bahrain"
"4295","Philippines","Bangladesh"
"4296","Philippines","Barbados"
"4297","Philippines","Belgium-Luxembourg"
"4298","Philippines","Bermuda"
"4299","Philippines","Brunei Darussalam"
"4300","Philippines","Bulgaria"
"4301","Philippines","Cameroon"
"4302","Philippines","Canada"
"4303","Philippines","Chad"
"4304","Philippines","Chile"
"4305","Philippines","China, Hong Kong SAR"
"4306","Philippines","China, Macao SAR"
"4307","Philippines","China, mainland"
"4308","Philippines","China, Taiwan Province of"
"4309","Philippines","Congo"
"4310","Philippines","Cyprus"
"4311","Philippines","Denmark"
"4312","Philippines","Egypt"
"4313","Philippines","Eswatini"
"4314","Philippines","Fiji"
"4315","Philippines","Finland"
"4316","Philippines","France"
"4317","Philippines","French Polynesia"
"4318","Philippines","Greece"
"4319","Philippines","Guam"
"4320","Philippines","Iceland"
"4321","Philippines","India"
"4322","Philippines","Indonesia"
"4323","Philippines","Ireland"
"4324","Philippines","Israel"
"4325","Philippines","Italy"
"4326","Philippines","Japan"
"4327","Philippines","Jordan"
"4328","Philippines","Kiribati"
"4329","Philippines","Kuwait"
"4330","Philippines","Lebanon"
"4331","Philippines","Malaysia"
"4332","Philippines","Martinique"
"4333","Philippines","Mauritius"
"4334","Philippines","Morocco"
"4335","Philippines","Mozambique"
"4336","Philippines","Nepal"
"4337","Philippines","Netherlands"
"4338","Philippines","Netherlands Antilles (former)"
"4339","Philippines","New Caledonia"
"4340","Philippines","New Zealand"
"4341","Philippines","Norway"
"4342","Philippines","Oman"
"4343","Philippines","Pacific Islands Trust Territory"
"4344","Philippines","Pakistan"
"4345","Philippines","Papua New Guinea"
"4346","Philippines","Peru"
"4347","Philippines","Portugal"
"4348","Philippines","Qatar"
"4349","Philippines","Republic of Korea"
"4350","Philippines","Saudi Arabia"
"4351","Philippines","Sierra Leone"
"4352","Philippines","Singapore"
"4353","Philippines","Spain"
"4354","Philippines","Sri Lanka"
"4355","Philippines","Sweden"
"4356","Philippines","Switzerland"
"4357","Philippines","Syrian Arab Republic"
"4358","Philippines","Thailand"
"4359","Philippines","Tunisia"
"4360","Philippines","Turkey"
"4361","Philippines","United Arab Emirates"
"4362","Philippines","United Kingdom"
"4363","Philippines","United States of America"
"4364","Philippines","Unspecified Area"
"4365","Philippines","USSR"
"4366","Philippines","Viet Nam"
"4367","Poland","Afghanistan"
"4368","Poland","Albania"
"4369","Poland","Algeria"
"4370","Poland","Argentina"
"4371","Poland","Australia"
"4372","Poland","Austria"
"4373","Poland","Bahrain"
"4374","Poland","Bangladesh"
"4375","Poland","Belgium-Luxembourg"
"4376","Poland","Bermuda"
"4377","Poland","Brazil"
"4378","Poland","Bulgaria"
"4379","Poland","Canada"
"4380","Poland","China, mainland"
"4381","Poland","Cuba"
"4382","Poland","Cyprus"
"4383","Poland","Czechoslovakia"
"4384","Poland","Denmark"
"4385","Poland","Ecuador"
"4386","Poland","Egypt"
"4387","Poland","Finland"
"4388","Poland","France"
"4389","Poland","Gibraltar"
"4390","Poland","Greece"
"4391","Poland","Holy See"
"4392","Poland","Hungary"
"4393","Poland","Iceland"
"4394","Poland","India"
"4395","Poland","Iraq"
"4396","Poland","Ireland"
"4397","Poland","Italy"
"4398","Poland","Japan"
"4399","Poland","Jordan"
"4400","Poland","Kuwait"
"4401","Poland","Lebanon"
"4402","Poland","Liberia"
"4403","Poland","Libya"
"4404","Poland","Liechtenstein"
"4405","Poland","Malta"
"4406","Poland","Mongolia"
"4407","Poland","Morocco"
"4408","Poland","Netherlands"
"4409","Poland","Norway"
"4410","Poland","Oman"
"4411","Poland","Pakistan"
"4412","Poland","Panama"
"4413","Poland","Paraguay"
"4414","Poland","Qatar"
"4415","Poland","Romania"
"4416","Poland","Saudi Arabia"
"4417","Poland","Spain"
"4418","Poland","Sweden"
"4419","Poland","Switzerland"
"4420","Poland","Thailand"
"4421","Poland","Tunisia"
"4422","Poland","United Arab Emirates"
"4423","Poland","United Kingdom"
"4424","Poland","United States of America"
"4425","Poland","Unspecified Area"
"4426","Poland","Uruguay"
"4427","Poland","USSR"
"4428","Poland","Venezuela (Bolivarian Republic of)"
"4429","Poland","Yugoslav SFR"
"4430","Portugal","Algeria"
"4431","Portugal","Andorra"
"4432","Portugal","Angola"
"4433","Portugal","Antigua and Barbuda"
"4434","Portugal","Argentina"
"4435","Portugal","Australia"
"4436","Portugal","Austria"
"4437","Portugal","Bahamas"
"4438","Portugal","Bahrain"
"4439","Portugal","Bangladesh"
"4440","Portugal","Barbados"
"4441","Portugal","Belgium-Luxembourg"
"4442","Portugal","Belize"
"4443","Portugal","Benin"
"4444","Portugal","Bermuda"
"4445","Portugal","Brazil"
"4446","Portugal","Burundi"
"4447","Portugal","Cabo Verde"
"4448","Portugal","Cameroon"
"4449","Portugal","Canada"
"4450","Portugal","Cayman Islands"
"4451","Portugal","Central African Republic"
"4452","Portugal","Chile"
"4453","Portugal","China, Hong Kong SAR"
"4454","Portugal","China, Macao SAR"
"4455","Portugal","China, mainland"
"4456","Portugal","China, Taiwan Province of"
"4457","Portugal","Colombia"
"4458","Portugal","Congo"
"4459","Portugal","Costa Rica"
"4460","Portugal","Côte d'Ivoire"
"4461","Portugal","Cuba"
"4462","Portugal","Cyprus"
"4463","Portugal","Czechoslovakia"
"4464","Portugal","Democratic People's Republic of Korea"
"4465","Portugal","Democratic Republic of the Congo"
"4466","Portugal","Denmark"
"4467","Portugal","Djibouti"
"4468","Portugal","Dominica"
"4469","Portugal","Dominican Republic"
"4470","Portugal","Ecuador"
"4471","Portugal","Egypt"
"4472","Portugal","El Salvador"
"4473","Portugal","Equatorial Guinea"
"4474","Portugal","Falkland Islands (Malvinas)"
"4475","Portugal","Faroe Islands"
"4476","Portugal","Fiji"
"4477","Portugal","Finland"
"4478","Portugal","France"
"4479","Portugal","French Polynesia"
"4480","Portugal","Gabon"
"4481","Portugal","Gambia"
"4482","Portugal","Ghana"
"4483","Portugal","Gibraltar"
"4484","Portugal","Greece"
"4485","Portugal","Grenada"
"4486","Portugal","Guadeloupe"
"4487","Portugal","Guatemala"
"4488","Portugal","Guinea"
"4489","Portugal","Guinea-Bissau"
"4490","Portugal","Honduras"
"4491","Portugal","Hungary"
"4492","Portugal","Iceland"
"4493","Portugal","India"
"4494","Portugal","Indonesia"
"4495","Portugal","Iran (Islamic Republic of)"
"4496","Portugal","Iraq"
"4497","Portugal","Ireland"
"4498","Portugal","Israel"
"4499","Portugal","Italy"
"4500","Portugal","Jamaica"
"4501","Portugal","Japan"
"4502","Portugal","Jordan"
"4503","Portugal","Kenya"
"4504","Portugal","Kuwait"
"4505","Portugal","Lebanon"
"4506","Portugal","Libya"
"4507","Portugal","Malaysia"
"4508","Portugal","Malta"
"4509","Portugal","Martinique"
"4510","Portugal","Mauritius"
"4511","Portugal","Mexico"
"4512","Portugal","Morocco"
"4513","Portugal","Mozambique"
"4514","Portugal","Netherlands"
"4515","Portugal","Netherlands Antilles (former)"
"4516","Portugal","New Caledonia"
"4517","Portugal","New Zealand"
"4518","Portugal","Nigeria"
"4519","Portugal","Norway"
"4520","Portugal","Oman"
"4521","Portugal","Pakistan"
"4522","Portugal","Panama"
"4523","Portugal","Papua New Guinea"
"4524","Portugal","Paraguay"
"4525","Portugal","Peru"
"4526","Portugal","Philippines"
"4527","Portugal","Poland"
"4528","Portugal","Qatar"
"4529","Portugal","Republic of Korea"
"4530","Portugal","Rwanda"
"4531","Portugal","Saint Lucia"
"4532","Portugal","Saint Pierre and Miquelon"
"4533","Portugal","Saint Vincent and the Grenadines"
"4534","Portugal","Sao Tome and Principe"
"4535","Portugal","Saudi Arabia"
"4536","Portugal","Senegal"
"4537","Portugal","Seychelles"
"4538","Portugal","Sierra Leone"
"4539","Portugal","Singapore"
"4540","Portugal","Solomon Islands"
"4541","Portugal","South Africa"
"4542","Portugal","Spain"
"4543","Portugal","Sri Lanka"
"4544","Portugal","Sweden"
"4545","Portugal","Switzerland"
"4546","Portugal","Syrian Arab Republic"
"4547","Portugal","Thailand"
"4548","Portugal","Togo"
"4549","Portugal","Trinidad and Tobago"
"4550","Portugal","Tunisia"
"4551","Portugal","Turkey"
"4552","Portugal","Uganda"
"4553","Portugal","United Arab Emirates"
"4554","Portugal","United Kingdom"
"4555","Portugal","United Republic of Tanzania"
"4556","Portugal","United States of America"
"4557","Portugal","United States Virgin Islands"
"4558","Portugal","Unspecified Area"
"4559","Portugal","Uruguay"
"4560","Portugal","USSR"
"4561","Portugal","Vanuatu"
"4562","Portugal","Venezuela (Bolivarian Republic of)"
"4563","Portugal","Yugoslav SFR"
"4564","Portugal","Zambia"
"4565","Portugal","Zimbabwe"
"4566","Republic of Korea","Afghanistan"
"4567","Republic of Korea","American Samoa"
"4568","Republic of Korea","Argentina"
"4569","Republic of Korea","Australia"
"4570","Republic of Korea","Austria"
"4571","Republic of Korea","Bahrain"
"4572","Republic of Korea","Bangladesh"
"4573","Republic of Korea","Barbados"
"4574","Republic of Korea","Belgium-Luxembourg"
"4575","Republic of Korea","Belize"
"4576","Republic of Korea","Botswana"
"4577","Republic of Korea","Brazil"
"4578","Republic of Korea","Brunei Darussalam"
"4579","Republic of Korea","Cameroon"
"4580","Republic of Korea","Canada"
"4581","Republic of Korea","Chile"
"4582","Republic of Korea","China, Hong Kong SAR"
"4583","Republic of Korea","China, Taiwan Province of"
"4584","Republic of Korea","Colombia"
"4585","Republic of Korea","Costa Rica"
"4586","Republic of Korea","Côte d'Ivoire"
"4587","Republic of Korea","Cyprus"
"4588","Republic of Korea","Democratic Republic of the Congo"
"4589","Republic of Korea","Denmark"
"4590","Republic of Korea","Djibouti"
"4591","Republic of Korea","Dominica"
"4592","Republic of Korea","Ecuador"
"4593","Republic of Korea","Egypt"
"4594","Republic of Korea","Finland"
"4595","Republic of Korea","France"
"4596","Republic of Korea","Gabon"
"4597","Republic of Korea","Ghana"
"4598","Republic of Korea","Greece"
"4599","Republic of Korea","Guam"
"4600","Republic of Korea","Guinea"
"4601","Republic of Korea","Haiti"
"4602","Republic of Korea","Honduras"
"4603","Republic of Korea","India"
"4604","Republic of Korea","Indonesia"
"4605","Republic of Korea","Ireland"
"4606","Republic of Korea","Italy"
"4607","Republic of Korea","Jamaica"
"4608","Republic of Korea","Japan"
"4609","Republic of Korea","Jordan"
"4610","Republic of Korea","Kenya"
"4611","Republic of Korea","Kuwait"
