"","Reporter.Countries","Partner.Countries"
"4950","Spain","Saudi Arabia"
"4951","Spain","Senegal"
"4952","Spain","Sierra Leone"
"4953","Spain","Singapore"
"4954","Spain","Somalia"
"4955","Spain","South Africa"
"4956","Spain","Sri Lanka"
"4957","Spain","Sudan (former)"
"4958","Spain","Sweden"
"4959","Spain","Switzerland"
"4960","Spain","Syrian Arab Republic"
"4961","Spain","Thailand"
"4962","Spain","Togo"
"4963","Spain","Trinidad and Tobago"
"4964","Spain","Tunisia"
"4965","Spain","Turkey"
"4966","Spain","Uganda"
"4967","Spain","United Arab Emirates"
"4968","Spain","United Kingdom"
"4969","Spain","United Republic of Tanzania"
"4970","Spain","United States of America"
"4971","Spain","United States Virgin Islands"
"4972","Spain","Unspecified Area"
"4973","Spain","Uruguay"
"4974","Spain","USSR"
"4975","Spain","Vanuatu"
"4976","Spain","Venezuela (Bolivarian Republic of)"
"4977","Spain","Yugoslav SFR"
"4978","Sri Lanka","Afghanistan"
"4979","Sri Lanka","Albania"
"4980","Sri Lanka","Argentina"
"4981","Sri Lanka","Australia"
"4982","Sri Lanka","Austria"
"4983","Sri Lanka","Bahrain"
"4984","Sri Lanka","Bangladesh"
"4985","Sri Lanka","Belgium-Luxembourg"
"4986","Sri Lanka","Bolivia (Plurinational State of)"
"4987","Sri Lanka","Brazil"
"4988","Sri Lanka","Bulgaria"
"4989","Sri Lanka","Canada"
"4990","Sri Lanka","Cayman Islands"
"4991","Sri Lanka","Chile"
"4992","Sri Lanka","China, Hong Kong SAR"
"4993","Sri Lanka","China, mainland"
"4994","Sri Lanka","China, Taiwan Province of"
"4995","Sri Lanka","Colombia"
"4996","Sri Lanka","Costa Rica"
"4997","Sri Lanka","Cyprus"
"4998","Sri Lanka","Czechoslovakia"
"4999","Sri Lanka","Democratic People's Republic of Korea"
"5000","Sri Lanka","Denmark"
"5001","Sri Lanka","Djibouti"
"5002","Sri Lanka","Egypt"
"5003","Sri Lanka","El Salvador"
"5004","Sri Lanka","Ethiopia PDR"
"5005","Sri Lanka","Fiji"
"5006","Sri Lanka","Finland"
"5007","Sri Lanka","France"
"5008","Sri Lanka","Gibraltar"
"5009","Sri Lanka","Greece"
"5010","Sri Lanka","Guatemala"
"5011","Sri Lanka","Honduras"
"5012","Sri Lanka","Hungary"
"5013","Sri Lanka","Iceland"
"5014","Sri Lanka","India"
"5015","Sri Lanka","Iran (Islamic Republic of)"
"5016","Sri Lanka","Iraq"
"5017","Sri Lanka","Ireland"
"5018","Sri Lanka","Israel"
"5019","Sri Lanka","Italy"
"5020","Sri Lanka","Japan"
"5021","Sri Lanka","Jordan"
"5022","Sri Lanka","Kenya"
"5023","Sri Lanka","Kuwait"
"5024","Sri Lanka","Lebanon"
"5025","Sri Lanka","Libya"
"5026","Sri Lanka","Madagascar"
"5027","Sri Lanka","Malaysia"
"5028","Sri Lanka","Maldives"
"5029","Sri Lanka","Malta"
"5030","Sri Lanka","Mauritius"
"5031","Sri Lanka","Mexico"
"5032","Sri Lanka","Morocco"
"5033","Sri Lanka","Mozambique"
"5034","Sri Lanka","Nepal"
"5035","Sri Lanka","Netherlands"
"5036","Sri Lanka","New Zealand"
"5037","Sri Lanka","Norway"
"5038","Sri Lanka","Oman"
"5039","Sri Lanka","Pakistan"
"5040","Sri Lanka","Panama"
"5041","Sri Lanka","Peru"
"5042","Sri Lanka","Philippines"
"5043","Sri Lanka","Poland"
"5044","Sri Lanka","Portugal"
"5045","Sri Lanka","Qatar"
"5046","Sri Lanka","Republic of Korea"
"5047","Sri Lanka","Réunion"
"5048","Sri Lanka","Romania"
"5049","Sri Lanka","Saint Kitts and Nevis"
"5050","Sri Lanka","Saudi Arabia"
"5051","Sri Lanka","Seychelles"
"5052","Sri Lanka","Sierra Leone"
"5053","Sri Lanka","Singapore"
"5054","Sri Lanka","Somalia"
"5055","Sri Lanka","South Africa"
"5056","Sri Lanka","Spain"
"5057","Sri Lanka","Sri Lanka"
"5058","Sri Lanka","Sudan (former)"
"5059","Sri Lanka","Sweden"
"5060","Sri Lanka","Switzerland"
"5061","Sri Lanka","Syrian Arab Republic"
"5062","Sri Lanka","Thailand"
"5063","Sri Lanka","Tunisia"
"5064","Sri Lanka","Turkey"
"5065","Sri Lanka","United Arab Emirates"
"5066","Sri Lanka","United Kingdom"
"5067","Sri Lanka","United Republic of Tanzania"
"5068","Sri Lanka","United States of America"
"5069","Sri Lanka","Uruguay"
"5070","Sri Lanka","USSR"
"5071","Sri Lanka","Viet Nam"
"5072","Sri Lanka","Yugoslav SFR"
"5073","Sri Lanka","Zambia"
"5074","Sri Lanka","Zimbabwe"
"5075","Sweden","Albania"
"5076","Sweden","Algeria"
"5077","Sweden","Angola"
"5078","Sweden","Argentina"
"5079","Sweden","Australia"
"5080","Sweden","Austria"
"5081","Sweden","Bahamas"
"5082","Sweden","Bahrain"
"5083","Sweden","Bangladesh"
"5084","Sweden","Barbados"
"5085","Sweden","Belgium-Luxembourg"
"5086","Sweden","Benin"
"5087","Sweden","Bermuda"
"5088","Sweden","Bhutan"
"5089","Sweden","Bolivia (Plurinational State of)"
"5090","Sweden","Botswana"
"5091","Sweden","Brazil"
"5092","Sweden","Brunei Darussalam"
"5093","Sweden","Bulgaria"
"5094","Sweden","Burundi"
"5095","Sweden","Cabo Verde"
"5096","Sweden","Cambodia"
"5097","Sweden","Cameroon"
"5098","Sweden","Canada"
"5099","Sweden","Chile"
"5100","Sweden","China, Hong Kong SAR"
"5101","Sweden","China, mainland"
"5102","Sweden","China, Taiwan Province of"
"5103","Sweden","Colombia"
"5104","Sweden","Costa Rica"
"5105","Sweden","Côte d'Ivoire"
"5106","Sweden","Cuba"
"5107","Sweden","Cyprus"
"5108","Sweden","Czechoslovakia"
"5109","Sweden","Democratic Republic of the Congo"
"5110","Sweden","Denmark"
"5111","Sweden","Djibouti"
"5112","Sweden","Dominican Republic"
"5113","Sweden","Egypt"
"5114","Sweden","Eswatini"
"5115","Sweden","Ethiopia PDR"
"5116","Sweden","Faroe Islands"
"5117","Sweden","Finland"
"5118","Sweden","France"
"5119","Sweden","Gabon"
"5120","Sweden","Gambia"
"5121","Sweden","Gibraltar"
"5122","Sweden","Greece"
"5123","Sweden","Greenland"
"5124","Sweden","Guinea"
"5125","Sweden","Guinea-Bissau"
"5126","Sweden","Haiti"
"5127","Sweden","Honduras"
"5128","Sweden","Hungary"
"5129","Sweden","Iceland"
"5130","Sweden","India"
"5131","Sweden","Indonesia"
"5132","Sweden","Iran (Islamic Republic of)"
"5133","Sweden","Iraq"
"5134","Sweden","Ireland"
"5135","Sweden","Israel"
"5136","Sweden","Italy"
"5137","Sweden","Japan"
"5138","Sweden","Jordan"
"5139","Sweden","Kenya"
"5140","Sweden","Kuwait"
"5141","Sweden","Lebanon"
"5142","Sweden","Lesotho"
"5143","Sweden","Liberia"
"5144","Sweden","Libya"
"5145","Sweden","Malawi"
"5146","Sweden","Malaysia"
"5147","Sweden","Mali"
"5148","Sweden","Malta"
"5149","Sweden","Mauritania"
"5150","Sweden","Mexico"
"5151","Sweden","Morocco"
"5152","Sweden","Mozambique"
"5153","Sweden","Myanmar"
"5154","Sweden","Namibia"
"5155","Sweden","Netherlands"
"5156","Sweden","Netherlands Antilles (former)"
"5157","Sweden","New Zealand"
"5158","Sweden","Niger"
"5159","Sweden","Nigeria"
"5160","Sweden","Norway"
"5161","Sweden","Oman"
"5162","Sweden","Pakistan"
"5163","Sweden","Panama"
"5164","Sweden","Paraguay"
"5165","Sweden","Peru"
"5166","Sweden","Philippines"
"5167","Sweden","Poland"
"5168","Sweden","Portugal"
"5169","Sweden","Qatar"
"5170","Sweden","Republic of Korea"
"5171","Sweden","Romania"
"5172","Sweden","Rwanda"
"5173","Sweden","Sao Tome and Principe"
"5174","Sweden","Saudi Arabia"
"5175","Sweden","Senegal"
"5176","Sweden","Seychelles"
"5177","Sweden","Sierra Leone"
"5178","Sweden","Singapore"
"5179","Sweden","Somalia"
"5180","Sweden","South Africa"
"5181","Sweden","Spain"
"5182","Sweden","Sri Lanka"
"5183","Sweden","Sudan (former)"
"5184","Sweden","Switzerland"
"5185","Sweden","Syrian Arab Republic"
"5186","Sweden","Thailand"
"5187","Sweden","Togo"
"5188","Sweden","Trinidad and Tobago"
"5189","Sweden","Tunisia"
"5190","Sweden","Turkey"
"5191","Sweden","Uganda"
"5192","Sweden","United Arab Emirates"
"5193","Sweden","United Kingdom"
"5194","Sweden","United Republic of Tanzania"
"5195","Sweden","United States of America"
"5196","Sweden","Unspecified Area"
"5197","Sweden","Uruguay"
"5198","Sweden","USSR"
"5199","Sweden","Venezuela (Bolivarian Republic of)"
"5200","Sweden","Viet Nam"
"5201","Sweden","Western Sahara"
"5202","Sweden","Yugoslav SFR"
"5203","Sweden","Zimbabwe"
"5204","Switzerland","Afghanistan"
"5205","Switzerland","Algeria"
"5206","Switzerland","Argentina"
"5207","Switzerland","Australia"
"5208","Switzerland","Austria"
"5209","Switzerland","Bahamas"
"5210","Switzerland","Bahrain"
"5211","Switzerland","Belgium-Luxembourg"
"5212","Switzerland","Benin"
"5213","Switzerland","Bermuda"
"5214","Switzerland","Bolivia (Plurinational State of)"
"5215","Switzerland","Brazil"
"5216","Switzerland","Bulgaria"
"5217","Switzerland","Burkina Faso"
"5218","Switzerland","Cameroon"
"5219","Switzerland","Canada"
"5220","Switzerland","Central African Republic"
"5221","Switzerland","Chile"
"5222","Switzerland","China, Hong Kong SAR"
"5223","Switzerland","China, Macao SAR"
"5224","Switzerland","China, Taiwan Province of"
"5225","Switzerland","Colombia"
"5226","Switzerland","Côte d'Ivoire"
"5227","Switzerland","Cyprus"
"5228","Switzerland","Czechoslovakia"
"5229","Switzerland","Democratic Republic of the Congo"
"5230","Switzerland","Denmark"
"5231","Switzerland","Djibouti"
"5232","Switzerland","Dominican Republic"
"5233","Switzerland","Ecuador"
"5234","Switzerland","Egypt"
"5235","Switzerland","Ethiopia PDR"
"5236","Switzerland","Finland"
"5237","Switzerland","France"
"5238","Switzerland","French Polynesia"
"5239","Switzerland","Gabon"
"5240","Switzerland","Ghana"
"5241","Switzerland","Gibraltar"
"5242","Switzerland","Greece"
"5243","Switzerland","Guatemala"
"5244","Switzerland","Guinea"
"5245","Switzerland","Haiti"
"5246","Switzerland","Holy See"
"5247","Switzerland","Honduras"
"5248","Switzerland","Iceland"
"5249","Switzerland","India"
"5250","Switzerland","Indonesia"
"5251","Switzerland","Iran (Islamic Republic of)"
"5252","Switzerland","Iraq"
"5253","Switzerland","Ireland"
"5254","Switzerland","Israel"
"5255","Switzerland","Italy"
"5256","Switzerland","Jamaica"
"5257","Switzerland","Japan"
"5258","Switzerland","Jordan"
"5259","Switzerland","Kenya"
"5260","Switzerland","Kuwait"
"5261","Switzerland","Lao People's Democratic Republic"
"5262","Switzerland","Lebanon"
"5263","Switzerland","Liberia"
"5264","Switzerland","Libya"
"5265","Switzerland","Malaysia"
"5266","Switzerland","Mali"
"5267","Switzerland","Malta"
"5268","Switzerland","Mexico"
"5269","Switzerland","Morocco"
"5270","Switzerland","Namibia"
"5271","Switzerland","Netherlands"
"5272","Switzerland","Netherlands Antilles (former)"
"5273","Switzerland","New Zealand"
"5274","Switzerland","Nicaragua"
"5275","Switzerland","Nigeria"
"5276","Switzerland","Norway"
"5277","Switzerland","Oman"
"5278","Switzerland","Pakistan"
"5279","Switzerland","Panama"
"5280","Switzerland","Paraguay"
"5281","Switzerland","Peru"
"5282","Switzerland","Philippines"
"5283","Switzerland","Poland"
"5284","Switzerland","Portugal"
"5285","Switzerland","Qatar"
"5286","Switzerland","Republic of Korea"
"5287","Switzerland","Réunion"
"5288","Switzerland","Romania"
"5289","Switzerland","Rwanda"
"5290","Switzerland","Saudi Arabia"
"5291","Switzerland","Senegal"
"5292","Switzerland","Sierra Leone"
"5293","Switzerland","Singapore"
"5294","Switzerland","Somalia"
"5295","Switzerland","South Africa"
"5296","Switzerland","Spain"
"5297","Switzerland","Sri Lanka"
"5298","Switzerland","Sudan (former)"
"5299","Switzerland","Suriname"
"5300","Switzerland","Sweden"
"5301","Switzerland","Syrian Arab Republic"
"5302","Switzerland","Thailand"
"5303","Switzerland","Togo"
"5304","Switzerland","Trinidad and Tobago"
"5305","Switzerland","Tunisia"
"5306","Switzerland","Turkey"
"5307","Switzerland","Uganda"
"5308","Switzerland","United Arab Emirates"
"5309","Switzerland","United Kingdom"
"5310","Switzerland","United States of America"
"5311","Switzerland","United States Virgin Islands"
"5312","Switzerland","Unspecified Area"
"5313","Switzerland","Uruguay"
"5314","Switzerland","USSR"
"5315","Switzerland","Venezuela (Bolivarian Republic of)"
"5316","Switzerland","Viet Nam"
"5317","Switzerland","Yugoslav SFR"
"5318","Syrian Arab Republic","Algeria"
"5319","Syrian Arab Republic","Austria"
"5320","Syrian Arab Republic","Bahrain"
"5321","Syrian Arab Republic","Belgium-Luxembourg"
"5322","Syrian Arab Republic","Brazil"
"5323","Syrian Arab Republic","Bulgaria"
"5324","Syrian Arab Republic","Canada"
"5325","Syrian Arab Republic","China, Taiwan Province of"
"5326","Syrian Arab Republic","Colombia"
"5327","Syrian Arab Republic","Cyprus"
"5328","Syrian Arab Republic","Czechoslovakia"
"5329","Syrian Arab Republic","Democratic People's Republic of Korea"
"5330","Syrian Arab Republic","Denmark"
"5331","Syrian Arab Republic","France"
"5332","Syrian Arab Republic","Greece"
"5333","Syrian Arab Republic","Hungary"
"5334","Syrian Arab Republic","Ireland"
"5335","Syrian Arab Republic","Italy"
"5336","Syrian Arab Republic","Japan"
"5337","Syrian Arab Republic","Jordan"
"5338","Syrian Arab Republic","Kuwait"
"5339","Syrian Arab Republic","Lebanon"
"5340","Syrian Arab Republic","Netherlands"
"5341","Syrian Arab Republic","Norway"
"5342","Syrian Arab Republic","Oman"
"5343","Syrian Arab Republic","Qatar"
"5344","Syrian Arab Republic","Saudi Arabia"
"5345","Syrian Arab Republic","Spain"
"5346","Syrian Arab Republic","Sri Lanka"
"5347","Syrian Arab Republic","Sudan (former)"
"5348","Syrian Arab Republic","Sweden"
"5349","Syrian Arab Republic","Switzerland"
"5350","Syrian Arab Republic","Tunisia"
"5351","Syrian Arab Republic","Turkey"
"5352","Syrian Arab Republic","United Arab Emirates"
"5353","Syrian Arab Republic","United Kingdom"
"5354","Syrian Arab Republic","United States of America"
"5355","Syrian Arab Republic","USSR"
"5356","Thailand","Algeria"
"5357","Thailand","American Samoa"
"5358","Thailand","Angola"
"5359","Thailand","Argentina"
"5360","Thailand","Australia"
"5361","Thailand","Austria"
"5362","Thailand","Bahamas"
"5363","Thailand","Bahrain"
"5364","Thailand","Bangladesh"
"5365","Thailand","Barbados"
"5366","Thailand","Belgium-Luxembourg"
"5367","Thailand","Benin"
"5368","Thailand","Brazil"
"5369","Thailand","Brunei Darussalam"
"5370","Thailand","Bulgaria"
"5371","Thailand","Burkina Faso"
"5372","Thailand","Cambodia"
"5373","Thailand","Cameroon"
"5374","Thailand","Canada"
"5375","Thailand","Central African Republic"
"5376","Thailand","Chile"
"5377","Thailand","China, Hong Kong SAR"
"5378","Thailand","China, Macao SAR"
"5379","Thailand","China, mainland"
"5380","Thailand","China, Taiwan Province of"
"5381","Thailand","Congo"
"5382","Thailand","Côte d'Ivoire"
"5383","Thailand","Cyprus"
"5384","Thailand","Czechoslovakia"
"5385","Thailand","Democratic People's Republic of Korea"
"5386","Thailand","Democratic Republic of the Congo"
"5387","Thailand","Denmark"
"5388","Thailand","Djibouti"
"5389","Thailand","Dominica"
"5390","Thailand","Dominican Republic"
"5391","Thailand","Ecuador"
"5392","Thailand","Egypt"
"5393","Thailand","Ethiopia PDR"
"5394","Thailand","Fiji"
"5395","Thailand","Finland"
"5396","Thailand","France"
"5397","Thailand","Gabon"
"5398","Thailand","Gambia"
"5399","Thailand","Ghana"
"5400","Thailand","Greece"
"5401","Thailand","Grenada"
"5402","Thailand","Guinea-Bissau"
"5403","Thailand","Haiti"
"5404","Thailand","Hungary"
"5405","Thailand","Iceland"
"5406","Thailand","India"
"5407","Thailand","Indonesia"
"5408","Thailand","Iran (Islamic Republic of)"
"5409","Thailand","Iraq"
"5410","Thailand","Ireland"
"5411","Thailand","Israel"
"5412","Thailand","Italy"
"5413","Thailand","Jamaica"
"5414","Thailand","Japan"
"5415","Thailand","Jordan"
"5416","Thailand","Kenya"
"5417","Thailand","Kuwait"
"5418","Thailand","Lao People's Democratic Republic"
"5419","Thailand","Lebanon"
"5420","Thailand","Liberia"
"5421","Thailand","Libya"
"5422","Thailand","Liechtenstein"
"5423","Thailand","Madagascar"
"5424","Thailand","Malaysia"
"5425","Thailand","Maldives"
"5426","Thailand","Mali"
"5427","Thailand","Malta"
"5428","Thailand","Mauritania"
"5429","Thailand","Mauritius"
"5430","Thailand","Morocco"
"5431","Thailand","Mozambique"
"5432","Thailand","Myanmar"
"5433","Thailand","Namibia"
"5434","Thailand","Nepal"
"5435","Thailand","Netherlands"
"5436","Thailand","Netherlands Antilles (former)"
"5437","Thailand","New Caledonia"
"5438","Thailand","New Zealand"
"5439","Thailand","Niger"
"5440","Thailand","Nigeria"
"5441","Thailand","Norway"
"5442","Thailand","Oman"
"5443","Thailand","Pakistan"
"5444","Thailand","Panama"
"5445","Thailand","Papua New Guinea"
"5446","Thailand","Peru"
"5447","Thailand","Philippines"
"5448","Thailand","Poland"
"5449","Thailand","Portugal"
"5450","Thailand","Qatar"
"5451","Thailand","Republic of Korea"
"5452","Thailand","Réunion"
"5453","Thailand","Romania"
"5454","Thailand","Rwanda"
"5455","Thailand","Samoa"
"5456","Thailand","Sao Tome and Principe"
"5457","Thailand","Saudi Arabia"
"5458","Thailand","Senegal"
"5459","Thailand","Seychelles"
"5460","Thailand","Sierra Leone"
"5461","Thailand","Singapore"
"5462","Thailand","Solomon Islands"
"5463","Thailand","Somalia"
"5464","Thailand","Spain"
"5465","Thailand","Sri Lanka"
"5466","Thailand","Sudan (former)"
"5467","Thailand","Suriname"
"5468","Thailand","Sweden"
"5469","Thailand","Switzerland"
"5470","Thailand","Syrian Arab Republic"
"5471","Thailand","Togo"
"5472","Thailand","Tonga"
"5473","Thailand","Trinidad and Tobago"
"5474","Thailand","Tunisia"
"5475","Thailand","Turkey"
"5476","Thailand","United Arab Emirates"
"5477","Thailand","United Kingdom"
"5478","Thailand","United Republic of Tanzania"
"5479","Thailand","United States of America"
"5480","Thailand","Unspecified Area"
"5481","Thailand","Uruguay"
"5482","Thailand","USSR"
"5483","Thailand","Viet Nam"
"5484","Thailand","Yugoslav SFR"
"5485","Thailand","Zambia"
"5486","Tonga","American Samoa"
"5487","Tonga","Australia"
"5488","Tonga","Fiji"
"5489","Tonga","New Zealand"
"5490","Tonga","United Kingdom"
"5491","Tonga","United States of America"
"5492","Trinidad and Tobago","Antigua and Barbuda"
"5493","Trinidad and Tobago","Australia"
"5494","Trinidad and Tobago","Austria"
"5495","Trinidad and Tobago","Bahamas"
"5496","Trinidad and Tobago","Bahrain"
"5497","Trinidad and Tobago","Barbados"
"5498","Trinidad and Tobago","Belgium-Luxembourg"
"5499","Trinidad and Tobago","Bermuda"
"5500","Trinidad and Tobago","British Virgin Islands"
"5501","Trinidad and Tobago","Canada"
"5502","Trinidad and Tobago","Cayman Islands"
"5503","Trinidad and Tobago","China, Hong Kong SAR"
"5504","Trinidad and Tobago","China, Taiwan Province of"
"5505","Trinidad and Tobago","Cuba"
"5506","Trinidad and Tobago","Cyprus"
"5507","Trinidad and Tobago","Denmark"
"5508","Trinidad and Tobago","Dominica"
"5509","Trinidad and Tobago","Finland"
"5510","Trinidad and Tobago","France"
"5511","Trinidad and Tobago","French Guiana"
"5512","Trinidad and Tobago","Gambia"
"5513","Trinidad and Tobago","Grenada"
"5514","Trinidad and Tobago","Guadeloupe"
"5515","Trinidad and Tobago","Guyana"
"5516","Trinidad and Tobago","Iceland"
"5517","Trinidad and Tobago","Israel"
"5518","Trinidad and Tobago","Italy"
"5519","Trinidad and Tobago","Jamaica"
"5520","Trinidad and Tobago","Japan"
"5521","Trinidad and Tobago","Kenya"
"5522","Trinidad and Tobago","Malaysia"
"5523","Trinidad and Tobago","Malta"
"5524","Trinidad and Tobago","Martinique"
"5525","Trinidad and Tobago","Montserrat"
"5526","Trinidad and Tobago","Netherlands"
"5527","Trinidad and Tobago","Netherlands Antilles (former)"
"5528","Trinidad and Tobago","New Zealand"
"5529","Trinidad and Tobago","Nigeria"
"5530","Trinidad and Tobago","Norway"
"5531","Trinidad and Tobago","Oman"
"5532","Trinidad and Tobago","Pakistan"
"5533","Trinidad and Tobago","Panama"
"5534","Trinidad and Tobago","Philippines"
"5535","Trinidad and Tobago","Portugal"
"5536","Trinidad and Tobago","Saint Kitts and Nevis"
"5537","Trinidad and Tobago","Saint Lucia"
"5538","Trinidad and Tobago","Saint Vincent and the Grenadines"
"5539","Trinidad and Tobago","Singapore"
"5540","Trinidad and Tobago","Spain"
"5541","Trinidad and Tobago","Suriname"
"5542","Trinidad and Tobago","Sweden"
"5543","Trinidad and Tobago","Switzerland"
"5544","Trinidad and Tobago","United Arab Emirates"
"5545","Trinidad and Tobago","United Kingdom"
"5546","Trinidad and Tobago","United States of America"
"5547","Trinidad and Tobago","United States Virgin Islands"
"5548","Trinidad and Tobago","Unspecified Area"
"5549","Trinidad and Tobago","Uruguay"
"5550","Trinidad and Tobago","Venezuela (Bolivarian Republic of)"
"5551","Turkey","Afghanistan"
"5552","Turkey","Algeria"
"5553","Turkey","Argentina"
"5554","Turkey","Australia"
"5555","Turkey","Austria"
"5556","Turkey","Bahrain"
"5557","Turkey","Bangladesh"
"5558","Turkey","Belgium-Luxembourg"
"5559","Turkey","Brazil"
"5560","Turkey","Bulgaria"
"5561","Turkey","Cameroon"
"5562","Turkey","Canada"
"5563","Turkey","Chile"
"5564","Turkey","China, Hong Kong SAR"
"5565","Turkey","China, mainland"
"5566","Turkey","China, Taiwan Province of"
"5567","Turkey","Colombia"
"5568","Turkey","Côte d'Ivoire"
"5569","Turkey","Cuba"
"5570","Turkey","Cyprus"
"5571","Turkey","Czechoslovakia"
"5572","Turkey","Denmark"
"5573","Turkey","Ecuador"
"5574","Turkey","Egypt"
"5575","Turkey","El Salvador"
"5576","Turkey","Ethiopia PDR"
"5577","Turkey","Finland"
"5578","Turkey","France"
"5579","Turkey","Greece"
"5580","Turkey","Guatemala"
"5581","Turkey","Guinea"
"5582","Turkey","Hungary"
"5583","Turkey","Iceland"
"5584","Turkey","India"
"5585","Turkey","Indonesia"
"5586","Turkey","Iran (Islamic Republic of)"
"5587","Turkey","Iraq"
"5588","Turkey","Ireland"
"5589","Turkey","Israel"
"5590","Turkey","Italy"
"5591","Turkey","Jamaica"
"5592","Turkey","Japan"
"5593","Turkey","Jordan"
"5594","Turkey","Kenya"
"5595","Turkey","Kuwait"
"5596","Turkey","Lebanon"
"5597","Turkey","Libya"
"5598","Turkey","Malaysia"
"5599","Turkey","Malta"
"5600","Turkey","Mauritius"
"5601","Turkey","Mexico"
"5602","Turkey","Morocco"
"5603","Turkey","Namibia"
"5604","Turkey","Netherlands"
"5605","Turkey","New Zealand"
"5606","Turkey","Nigeria"
"5607","Turkey","Norway"
"5608","Turkey","Pakistan"
"5609","Turkey","Panama"
"5610","Turkey","Peru"
"5611","Turkey","Philippines"
"5612","Turkey","Poland"
"5613","Turkey","Portugal"
"5614","Turkey","Qatar"
"5615","Turkey","Republic of Korea"
"5616","Turkey","Romania"
"5617","Turkey","Saint Lucia"
"5618","Turkey","Saudi Arabia"
"5619","Turkey","Senegal"
"5620","Turkey","Singapore"
"5621","Turkey","Spain"
"5622","Turkey","Sri Lanka"
"5623","Turkey","Sudan (former)"
"5624","Turkey","Sweden"
"5625","Turkey","Switzerland"
"5626","Turkey","Syrian Arab Republic"
"5627","Turkey","Thailand"
"5628","Turkey","Togo"
"5629","Turkey","Trinidad and Tobago"
"5630","Turkey","Tunisia"
"5631","Turkey","United Arab Emirates"
"5632","Turkey","United Kingdom"
"5633","Turkey","United States of America"
"5634","Turkey","Uruguay"
"5635","Turkey","USSR"
"5636","Turkey","Venezuela (Bolivarian Republic of)"
"5637","Turkey","Yugoslav SFR"
"5638","United Kingdom","Afghanistan"
"5639","United Kingdom","Albania"
"5640","United Kingdom","Algeria"
"5641","United Kingdom","Andorra"
"5642","United Kingdom","Angola"
"5643","United Kingdom","Antigua and Barbuda"
"5644","United Kingdom","Argentina"
"5645","United Kingdom","Australia"
"5646","United Kingdom","Austria"
"5647","United Kingdom","Bahamas"
"5648","United Kingdom","Bahrain"
"5649","United Kingdom","Bangladesh"
"5650","United Kingdom","Barbados"
"5651","United Kingdom","Belgium-Luxembourg"
"5652","United Kingdom","Belize"
"5653","United Kingdom","Benin"
"5654","United Kingdom","Bermuda"
"5655","United Kingdom","Bhutan"
"5656","United Kingdom","Bolivia (Plurinational State of)"
"5657","United Kingdom","Botswana"
"5658","United Kingdom","Brazil"
"5659","United Kingdom","British Indian Ocean Territory"
"5660","United Kingdom","Brunei Darussalam"
"5661","United Kingdom","Bulgaria"
"5662","United Kingdom","Burkina Faso"
"5663","United Kingdom","Burundi"
"5664","United Kingdom","Cabo Verde"
"5665","United Kingdom","Cambodia"
"5666","United Kingdom","Cameroon"
"5667","United Kingdom","Canada"
"5668","United Kingdom","Cayman Islands"
"5669","United Kingdom","Central African Republic"
"5670","United Kingdom","Chad"
"5671","United Kingdom","Chile"
"5672","United Kingdom","China, Hong Kong SAR"
"5673","United Kingdom","China, Macao SAR"
"5674","United Kingdom","China, mainland"
"5675","United Kingdom","China, Taiwan Province of"
"5676","United Kingdom","Colombia"
"5677","United Kingdom","Comoros"
"5678","United Kingdom","Congo"
"5679","United Kingdom","Costa Rica"
"5680","United Kingdom","Côte d'Ivoire"
"5681","United Kingdom","Cuba"
"5682","United Kingdom","Cyprus"
"5683","United Kingdom","Czechoslovakia"
"5684","United Kingdom","Democratic People's Republic of Korea"
"5685","United Kingdom","Democratic Republic of the Congo"
"5686","United Kingdom","Denmark"
"5687","United Kingdom","Djibouti"
"5688","United Kingdom","Dominica"
"5689","United Kingdom","Dominican Republic"
"5690","United Kingdom","Ecuador"
"5691","United Kingdom","Egypt"
"5692","United Kingdom","El Salvador"
"5693","United Kingdom","Equatorial Guinea"
"5694","United Kingdom","Ethiopia PDR"
"5695","United Kingdom","Falkland Islands (Malvinas)"
"5696","United Kingdom","Faroe Islands"
"5697","United Kingdom","Fiji"
"5698","United Kingdom","Finland"
"5699","United Kingdom","France"
"5700","United Kingdom","French Guiana"
"5701","United Kingdom","French Polynesia"
"5702","United Kingdom","Gabon"
"5703","United Kingdom","Gambia"
"5704","United Kingdom","Ghana"
"5705","United Kingdom","Gibraltar"
"5706","United Kingdom","Greece"
"5707","United Kingdom","Greenland"
"5708","United Kingdom","Grenada"
"5709","United Kingdom","Guadeloupe"
"5710","United Kingdom","Guatemala"
"5711","United Kingdom","Guinea"
"5712","United Kingdom","Guinea-Bissau"
"5713","United Kingdom","Guyana"
"5714","United Kingdom","Haiti"
"5715","United Kingdom","Holy See"
"5716","United Kingdom","Honduras"
"5717","United Kingdom","Hungary"
"5718","United Kingdom","Iceland"
"5719","United Kingdom","India"
"5720","United Kingdom","Indonesia"
"5721","United Kingdom","Iran (Islamic Republic of)"
"5722","United Kingdom","Iraq"
"5723","United Kingdom","Ireland"
"5724","United Kingdom","Israel"
"5725","United Kingdom","Italy"
"5726","United Kingdom","Jamaica"
"5727","United Kingdom","Japan"
"5728","United Kingdom","Jordan"
"5729","United Kingdom","Kenya"
"5730","United Kingdom","Kuwait"
"5731","United Kingdom","Lao People's Democratic Republic"
"5732","United Kingdom","Lebanon"
"5733","United Kingdom","Lesotho"
"5734","United Kingdom","Liberia"
